Age,Location,Income_Level,Avg_Transaction_Value,Loyalty_Points_Earned,Referral_Count,Cashback_Received,App_Usage_Frequency,Preferred_Payment_Method,Customer_Satisfaction_Score,LTV,Transaction_Value_Range,Spend_Per_Active_Day,Transactions_Per_Active_Day,Spend_Per_Transaction,Inactivity_Ratio,Support_Burden
19,Suburban,Low,1376.566372,4766,24,4092.523481,Weekly,Debit Card,2,145825.6463,5869.6225105,4279.230287539936,3.108626198083067,1376.566372045221,0.11501597444089456,168.23894246999998
69,Rural,Middle,11612.79297,4190,24,701.5441966,Weekly,Debit Card,10,483779.6676,23918.08251,16607.54264157706,1.4301075268817205,11612.792974937343,0.06810035842293907,157.2690601
64,Urban,High,6812.693344,3470,48,1317.364374,Weekly,UPI,2,489969.8519,10269.93672,23608.343272277227,3.4653465346534653,6812.693344285714,1.2673267326732673,626.17381215
57,Urban,Low,2079.535307,2593,23,4901.308128,Weekly,UPI,9,53130.60971,7193.841683000001,2812.6089050359715,1.3525179856115108,2079.5353074468085,2.0575539568345325,616.1312649
35,Rural,Middle,3681.040559,4920,11,4751.375299,Monthly,Wallet Balance,1,294476.8516,13569.021945999999,8379.78056764706,2.276470588235294,3681.040559431525,0.12058823529411765,758.6671701600001
53,Rural,High,6920.59707,4710,6,1132.723366,Weekly,UPI,6,51440.74308,31011.932325,18940.581452631577,2.736842105263158,6920.597069230769,14.947368421052632,107.26676614
40,Rural,Middle,16130.08501,4405,33,2164.513351,Monthly,UPI,4,1066709.286,22009.532285,32762.66489096573,2.0311526479750777,16130.085015337423,0.8940809968847352,707.14292435
29,Suburban,High,3483.376368,4772,2,779.7155376,Weekly,Credit Card,9,203321.4274,12460.9051079,19470.240536842106,5.589473684210526,3483.3763672316386,2.4,238.20279589
26,Urban,Middle,2202.187788,4263,5,1313.190859,Weekly,Credit Card,6,120074.4184,5567.3776136999995,8131.154907692308,3.6923076923076925,2202.1877875,1.3153846153846154,760.61665386
47,Rural,High,10323.62074,2579,26,923.6424662,Weekly,Debit Card,9,622292.7162,43175.369312,57713.955942857145,5.59047619047619,10323.62073935264,2.3333333333333335,22.1579647
26,Urban,High,11178.35231,1132,18,404.6851577,Monthly,UPI,2,262963.7606,27017.986424000002,13050.868177664974,1.16751269035533,11178.352308695652,0.06091370558375635,178.7032388
33,Rural,Middle,1813.92394,198,7,2897.394329,Weekly,UPI,2,88897.04436,4435.8378024,3355.7592892307694,1.85,1813.9239401247403,0.8269230769230769,0.0
42,Urban,Middle,5696.844739,401,35,1203.928464,Monthly,Wallet Balance,6,83759.01738,7669.6528505999995,18989.482464102566,3.3333333333333335,5696.84473923077,3.58974358974359,196.82562807
69,Suburban,Middle,5262.653118,4279,38,4961.202265,Daily,Credit Card,10,48821.99102,9802.367569999999,949.0030213114754,0.18032786885245902,5262.653118181818,0.9770491803278688,112.13153134000001
33,Urban,Low,3732.569973,3801,35,2577.198755,Daily,UPI,2,112966.0469,9065.7555868,7721.576053435115,2.068702290076336,3732.5699741697417,2.6412213740458017,11.036796519000001
38,Rural,Low,6319.606163,16,17,1795.471602,Weekly,Credit Card,4,611516.4558,4084.2430400000003,39394.94750649351,6.233766233766234,6319.6061625,1.2012987012987013,262.3366146
26,Urban,Middle,751.7991457,4649,6,4565.810857,Weekly,Debit Card,4,19133.08603,1871.6737813000002,1833.6564529268292,2.4390243902439024,751.7991456999999,5.170731707317073,255.22010104999998
36,Suburban,Low,13034.48016,3014,0,3103.730885,Weekly,Wallet Balance,5,99414.04767,26253.677136000002,2801.804146728972,0.21495327102803738,13034.480160869565,0.8473520249221184,465.97454999999997
59,Suburban,High,19769.85803,1044,4,635.3940958,Weekly,Debit Card,7,1810204.369,79227.220325,147625.7431147541,7.467213114754099,19769.858024149285,0.8114754098360656,375.06540141
20,Urban,Middle,12684.59488,1174,41,2489.102283,Daily,UPI,10,394472.8358,12371.791134000003,15543.827336065575,1.2254098360655739,12684.594882943144,0.5409836065573771,249.40843619999998
38,Rural,Low,7227.918246,1839,13,2205.395754,Monthly,UPI,1,705983.372,26287.195129,28616.655914285715,3.9591836734693877,7227.918246391752,0.46938775510204084,1001.41849426
56,Suburban,Middle,13361.52692,1338,0,3825.660342,Weekly,UPI,5,712587.9439,48293.055615000005,49085.05375694445,3.673611111111111,13361.526920604916,1.8680555555555556,476.98697303999995
40,Suburban,High,11434.60326,639,11,3468.888359,Daily,Credit Card,7,412428.5113,18672.520675,21762.632010752688,1.903225806451613,11434.603259887006,0.3225806451612903,424.03215688
56,Urban,High,16936.69103,457,18,1853.956597,Monthly,Credit Card,3,1068411.219,20010.552936,303892.62771428574,17.942857142857143,16936.691035031847,8.114285714285714,1117.19121
69,Suburban,Low,12441.27247,1005,1,2347.396605,Weekly,Debit Card,10,200043.6433,52292.470536,8962.433251184833,0.7203791469194313,12441.27247368421,0.5165876777251185,380.39414580000005
25,Suburban,High,12685.18633,1075,13,2593.940317,Daily,Credit Card,3,423764.1787,21365.013944000002,126851.8633030303,10.0,12685.186330303031,10.545454545454545,170.11309104
37,Rural,Middle,4441.067124,805,2,2112.304657,Weekly,UPI,8,60270.22631,5444.752611,3240.023813207547,0.7295597484276729,4441.067123275862,0.13836477987421383,699.49376584
34,Rural,Low,8318.388498,4480,50,538.6068702,Weekly,Debit Card,4,468547.3532,17578.199988,14222.607463722396,1.7097791798107256,8318.388498154982,1.0757097791798107,101.69891732
16,Rural,Middle,6894.877045,4682,34,4527.229399,Daily,Wallet Balance,2,235204.9138,15718.720710000001,6118.2562774725275,0.8873626373626373,6894.877043343654,0.07417582417582418,698.9405491
22,Urban,Middle,238.3894962,862,12,3362.799956,Weekly,UPI,6,20663.92866,454.71267438999996,699.0275333333334,2.9322916666666665,238.38949626998226,1.1145833333333333,133.22757316
19,Suburban,Middle,6272.48178,3883,48,2348.601244,Weekly,Credit Card,5,375177.6572,27880.939759,22011.408453987733,3.5092024539877302,6272.48177972028,0.26993865030674846,898.64688016
16,Urban,High,9726.381865,3159,2,2847.934729,Daily,Credit Card,7,234828.1773,41514.567719,8838.656535714286,0.9087301587301587,9726.381864628822,0.31746031746031744,60.31371608
30,Suburban,Middle,12000.97418,1454,13,1065.818086,Weekly,UPI,2,930950.2001,50129.613277,237250.02797435896,19.76923076923077,12000.97417769131,7.17948717948718,165.8462668
55,Suburban,High,18692.03324,2628,33,2652.781664,Monthly,UPI,5,685142.806,39960.964554,51367.41960305344,2.7480916030534353,18692.033244444447,1.3282442748091603,935.7201679000001
27,Suburban,Middle,4789.88405,1193,44,3730.138888,Weekly,Debit Card,5,12315.87258,21869.494992,249.47312760416665,0.052083333333333336,4789.88405,2.84375,355.7364888
37,Rural,High,3057.055532,4761,8,2668.371823,Daily,Wallet Balance,3,20547.56958,10571.3029247,607.0748574468086,0.19858156028368795,3057.0555321428574,1.851063829787234,510.58351854
37,Urban,High,17390.21932,2864,9,2403.326863,Weekly,Credit Card,8,1345517.137,68193.53463800001,49336.69629629629,2.837037037037037,17390.219321148827,0.14074074074074075,37.513514115
65,Urban,High,18837.53141,2153,7,2311.928352,Weekly,Credit Card,7,696536.179,48084.306854,40573.14456804734,2.1538461538461537,18837.531406593407,0.34911242603550297,56.770952462000004
62,Suburban,Middle,9764.205429,326,28,3808.113966,Weekly,Debit Card,9,461654.2338,12179.872505,16403.86512,1.68,9764.205428571428,0.6618181818181819,540.74722889
32,Urban,Middle,2313.179059,1893,38,3766.698348,Monthly,Debit Card,10,69137.0871,10195.318806399999,1463.9571580821919,0.6328767123287671,2313.1790593073597,0.2876712328767123,346.78018710000003
44,Rural,High,9712.912103,4360,32,3750.35114,Weekly,Wallet Balance,6,399704.8525,25834.389626999997,38753.53819191919,3.98989898989899,9712.912103797467,0.9696969696969697,689.0897315899999
61,Urban,Middle,2197.772109,321,22,1230.84999,Daily,Wallet Balance,5,219970.9151,10306.302389,34876.12132786885,15.868852459016393,2197.7721084710743,1.4754098360655739,108.72215158
29,Suburban,High,17664.87972,2363,7,3089.474839,Daily,Wallet Balance,5,1543959.31,31664.383204,47525.63616099071,2.6904024767801857,17664.879723820482,0.21981424148606812,209.70181845
65,Rural,Middle,14165.92059,4203,39,3894.536565,Daily,Credit Card,6,1024972.278,66325.04142899999,46479.8869124424,3.28110599078341,14165.920589887643,0.4608294930875576,91.171993262
35,Rural,High,4830.328984,1828,37,2809.471347,Daily,Debit Card,1,414631.0306,8216.811098299999,52945.4241948052,10.96103896103896,4830.328984597157,4.038961038961039,277.4177099
65,Suburban,High,17734.94696,3580,22,3894.886742,Weekly,Credit Card,7,495029.6192,38419.10145,23106.589548076925,1.3028846153846154,17734.946959409594,1.5721153846153846,62.6636839
63,Urban,Low,12761.65556,2588,49,4272.016992,Monthly,Credit Card,2,1095956.88,38524.320966,31207.381839080463,2.4454022988505746,12761.655558166864,0.49137931034482757,37.23529855
48,Suburban,Middle,19065.7341,3041,35,869.4502978,Daily,Debit Card,3,591745.5915,63361.781458,128799.62593333334,6.7555555555555555,19065.734101973685,7.711111111111111,241.47884406
58,Urban,Middle,19609.79218,1550,42,1531.704128,Weekly,Wallet Balance,5,762589.1885,72488.46804400001,21644.237481268014,1.1037463976945245,19609.792182767625,0.4783861671469741,132.76031646
30,Urban,Low,75.60296682,237,19,3006.54822,Monthly,Debit Card,8,13089.37144,202.67519534000002,208.84383905940595,2.762376237623762,75.60296682795699,1.188118811881188,0.0
27,Rural,High,2413.082038,1032,47,1448.391932,Monthly,Debit Card,9,21796.43374,2521.6408923,321.7442718095238,0.13333333333333333,2413.0820385714287,1.0285714285714285,31.882929456
55,Suburban,High,10942.97739,2383,11,4706.926889,Daily,Credit Card,9,580453.0632,30578.770400999998,17315.259960365853,1.5823170731707317,10942.977393063584,1.048780487804878,76.30058454
69,Rural,Low,19117.49896,3393,35,970.6711997,Weekly,Debit Card,1,1433142.587,40260.225121999996,105358.66096296297,5.511111111111111,19117.498965053765,0.45185185185185184,0.0
35,Suburban,Low,19884.73037,2048,8,1784.739889,Weekly,Credit Card,2,401709.7645,63179.40042699999,179866.42472727274,9.045454545454545,19884.730371859296,8.454545454545455,204.81379508
45,Suburban,High,11352.48463,120,32,4971.531513,Weekly,Wallet Balance,5,693914.8026,17864.728669,19216.775653631285,1.6927374301675977,11352.484627062708,1.0167597765363128,950.61871995
53,Rural,Middle,3484.291764,3080,5,945.9087304,Weekly,Wallet Balance,3,37758.2381,8007.4260292,4761.86541,1.3666666666666667,3484.2917634146343,3.033333333333333,462.96093168
18,Suburban,Low,3269.3699,4408,31,2244.08854,Daily,UPI,6,45564.41085,15170.170011799999,965.4515140939596,0.2953020134228188,3269.3698999999997,0.7348993288590604,267.33256671
43,Suburban,Low,15279.51658,183,0,1568.911494,Monthly,Debit Card,3,598482.6911,18711.352673,101000.19437288136,6.610169491525424,15279.516584615385,0.576271186440678,402.3706204
41,Urban,Low,11842.8342,3731,23,4048.995953,Monthly,Wallet Balance,3,837367.329,38736.566496,35784.840995670995,3.0216450216450217,11842.834197707736,0.19480519480519481,314.39493985
45,Suburban,Low,10979.99024,4984,28,1520.736198,Daily,Credit Card,10,850996.895,10416.068384999999,29087.34256491228,2.6491228070175437,10979.9902397351,0.4842105263157895,511.89799672
28,Suburban,Low,9320.640817,1793,7,807.1447727,Monthly,Credit Card,5,549479.595,11064.061237,29540.82881967213,3.169398907103825,9320.64081724138,1.0163934426229508,42.48355483
28,Rural,Low,14505.44119,4864,12,4665.675652,Monthly,Credit Card,10,1212392.972,43852.480113,118197.80297029702,8.148514851485148,14505.441190765492,3.4653465346534653,0.0
17,Rural,High,17162.50304,329,24,1587.011881,Daily,Wallet Balance,7,783293.3811,42224.742643,67897.27078947368,3.956140350877193,17162.503037694012,0.24561403508771928,404.77448781
52,Suburban,High,6066.132043,2518,28,3708.737653,Daily,Debit Card,7,275645.1486,16893.766470000002,62538.93273809523,10.30952380952381,6066.1320438799075,2.5238095238095237,74.15159356
64,Urban,Low,4426.146166,4917,23,1452.838626,Monthly,Debit Card,8,184945.4473,19292.1652982,57082.02296551724,12.89655172413793,4426.146165775401,9.862068965517242,657.8160060600001
53,Urban,High,13407.28133,1042,26,892.9081574,Daily,Wallet Balance,2,589454.284,51710.279654000005,21054.75588808664,1.5703971119133573,13407.281335632184,1.0252707581227436,84.945143932
17,Rural,Middle,18295.50116,1303,50,4012.060913,Weekly,Wallet Balance,5,352725.8412,78351.137042,35270.70841237113,1.9278350515463918,18295.501155080216,1.6185567010309279,990.74490522
51,Suburban,Middle,6969.667228,4222,25,277.9099365,Weekly,UPI,2,536227.0539,21361.287571,27404.293659685864,3.931937172774869,6969.667229027962,1.5026178010471205,70.11952707500001
69,Suburban,Low,5456.239901,1352,19,1659.864285,Monthly,Debit Card,6,222567.424,15099.996177,6670.638125391849,1.2225705329153604,5456.2399025641025,0.335423197492163,315.95124996
41,Urban,Middle,4530.031458,2747,3,3900.408338,Daily,UPI,5,107598.4816,10889.16712,25988.075207894737,5.7368421052631575,4530.031458256881,6.131578947368421,283.81896005
26,Urban,Middle,5097.273245,4111,21,2560.687608,Weekly,UPI,10,74092.20724,18513.233248,2659.4469101449276,0.5217391304347826,5097.273244444445,0.9468599033816425,805.56955193
23,Urban,High,2707.317526,2700,6,3447.869088,Daily,UPI,1,227005.3708,8073.936972300001,11429.345639175257,4.221649484536083,2707.317526251526,1.7474226804123711,148.665171357
59,Rural,High,11939.59677,5,17,334.0845361,Monthly,UPI,8,666220.7801,13317.047961999999,46905.55873571429,3.9285714285714284,11939.59676909091,1.4428571428571428,444.79286522000007
55,Suburban,High,5623.713113,3758,9,3749.049955,Monthly,Debit Card,7,523612.2543,7556.270094,17649.507934256053,3.13840830449827,5623.713112458655,0.3771626297577855,522.23608752
58,Rural,High,12302.73779,2062,30,859.702028,Daily,UPI,10,1182993.691,28361.874518999997,45381.30513618677,3.688715953307393,12302.737784810126,0.12062256809338522,135.48214253999998
37,Suburban,Middle,1669.816667,1663,25,4043.520181,Daily,Debit Card,10,72080.84158,1657.0753845999998,2590.0711853333337,1.551111111111111,1669.8166667621776,1.0044444444444445,168.99593886
35,Rural,Low,2317.981274,1569,46,2820.873601,Daily,Wallet Balance,1,189984.4876,4015.5242997000005,65234.61585714285,28.142857142857142,2317.9812741116752,1.4642857142857142,33.83726958
23,Suburban,High,10727.47714,385,44,3695.80909,Weekly,Debit Card,1,564296.402,36943.793682,29472.331921052635,2.7473684210526317,10727.477136015326,0.3368421052631579,138.9523848
44,Urban,Middle,10235.50358,4857,25,1064.163458,Monthly,Wallet Balance,1,39294.22758,8291.499439000001,1086.2167065306123,0.10612244897959183,10235.503580769231,0.9428571428571428,152.0737798
55,Urban,High,5437.483435,2921,24,1977.127532,Monthly,Debit Card,4,37353.35672,17642.070391200003,781.4347452095809,0.1437125748502994,5437.483435416667,0.5089820359281437,919.41579975
41,Urban,Middle,16544.34572,2285,17,4010.346662,Weekly,Debit Card,7,1432424.124,64018.393232,45116.16819047619,2.726984126984127,16544.345727590222,0.9523809523809523,460.46106252000004
45,Rural,High,3749.072826,2973,23,4554.022472,Weekly,Debit Card,8,152684.6833,5752.8819762,28309.32542857143,7.551020408163265,3749.072827027027,2.836734693877551,190.82839048
32,Urban,Low,7219.615872,3890,43,1132.860976,Weekly,Credit Card,9,30621.03173,11480.266526899999,335.79608704318935,0.046511627906976744,7219.615871428571,0.9700996677740864,40.17282526
35,Suburban,High,11114.679,1266,14,3966.9683,Monthly,Debit Card,8,690166.8709,7240.298582999999,33344.037014705886,3.0,11114.67900490196,1.7843137254901962,565.27274991
67,Rural,Low,17345.54994,214,7,542.7758918,Daily,Wallet Balance,4,329218.3959,44902.31819,28205.37251304348,1.626086956521739,17345.549941176472,2.0521739130434784,578.6266563
31,Suburban,High,8376.833994,3826,42,2128.743308,Daily,Debit Card,3,452733.7296,26698.210952999998,219473.05065000002,26.2,8376.83399427481,14.4,684.1331385
61,Rural,High,7978.033099,2994,24,4693.598333,Monthly,UPI,7,718299.3268,21026.170976,82971.54423529412,10.4,7978.0330995475115,4.235294117647059,127.08584991000001
58,Suburban,High,11594.95319,1837,34,4725.682428,Monthly,Wallet Balance,6,1043821.488,25131.353673999998,40834.400355731224,3.5217391304347827,11594.953187429854,0.2648221343873518,103.43691628
22,Suburban,Middle,6340.741355,3623,23,1483.41101,Daily,UPI,10,195710.9783,15736.238953000002,34020.51611538461,5.365384615384615,6340.741354838709,3.6153846153846154,313.41067737
31,Rural,Middle,14186.37333,2791,45,964.5670329,Weekly,Wallet Balance,10,503355.0471,56825.213784,32686.170986486486,2.304054054054054,14186.3733313783,2.3513513513513513,1324.8732246
60,Rural,Low,4981.431854,144,39,747.4318523,Weekly,UPI,1,168205.2489,3358.5955760000006,8784.460473118279,1.7634408602150538,4981.431853658537,1.510752688172043,1182.61649346
62,Urban,Low,16465.68798,2532,37,2404.376268,Monthly,Wallet Balance,5,1130582.026,59870.581940000004,64625.44589595376,3.9248554913294798,16465.687982326952,0.16184971098265896,893.77269162
63,Urban,Middle,5454.344729,836,20,460.3841311,Monthly,UPI,6,355247.2637,17900.504258,9796.188549575072,1.7960339943342776,5454.344728706625,0.5977337110481586,127.81201544
42,Suburban,Low,19854.09623,4600,0,1784.265262,Monthly,UPI,4,1809103.577,35203.35939,157613.65868421053,7.93859649122807,19854.096232044198,2.0526315789473686,126.50159909999999
68,Suburban,Low,6336.084862,3668,25,85.05558298,Monthly,Wallet Balance,10,643264.2226,17596.543629,3117353.752,492.0,6336.084861788618,9.5,638.0403183
38,Suburban,Middle,17577.73451,1345,9,1296.990555,Daily,Wallet Balance,1,1070909.99,18516.56985,313814.2602941176,17.852941176470587,17577.734514003296,9.176470588235293,1131.18309142
39,Rural,Middle,7953.145523,1781,25,4501.384509,Daily,Wallet Balance,4,27694.17155,18283.032862,705.0660925531915,0.08865248226950355,7953.1455240000005,0.40070921985815605,267.0931508
24,Rural,Middle,4928.636292,3990,1,2234.891967,Monthly,UPI,4,271687.4139,6452.903359,16194.090677018634,3.2857142857142856,4928.636293005671,2.1366459627329193,85.31782215
50,Urban,Middle,4531.003377,4558,39,368.7272287,Daily,Debit Card,2,207852.3802,3936.4081912999995,11354.1614,2.5058823529411764,4531.003375586854,2.1058823529411765,470.05163281999995
66,Suburban,High,17005.32372,2198,13,3234.183939,Weekly,Wallet Balance,10,63394.34683,38593.167761000004,5246.323276595745,0.30851063829787234,17005.323724137932,1.3404255319148937,411.49851491999993
35,Urban,Middle,6181.972196,3206,32,4778.167803,Weekly,Wallet Balance,8,606219.4581,23500.5274158,23830.50572580645,3.8548387096774195,6181.9721966527195,0.8387096774193549,745.7951727799999
52,Rural,Low,6777.874549,2986,38,2317.038124,Monthly,Debit Card,9,236538.8289,29518.197461,6820.104295950156,1.0062305295950156,6777.874547987615,0.2554517133956386,45.13948134
57,Rural,High,3947.891186,1213,0,3121.439303,Weekly,UPI,5,342620.3985,12481.596884,420943.89775,106.625,3947.891186400938,31.5,253.36944445
32,Rural,High,19226.88112,3105,29,4597.090034,Monthly,Credit Card,4,612612.8339,44495.373319000006,18747.70650778816,0.9750778816199377,19226.881115015975,0.1277258566978193,44.019523019
62,Urban,Low,4902.431373,3429,36,2095.497119,Daily,Credit Card,4,299712.2436,23595.1064535,26027.453836363635,5.3090909090909095,4902.431373287671,2.4454545454545453,45.46363162
46,Rural,High,4956.397943,368,17,3322.934029,Monthly,Debit Card,5,139597.2775,9151.800574,41819.60765625,8.4375,4956.397944444445,6.40625,560.36129366
23,Suburban,Low,18878.51883,171,29,2203.521371,Weekly,Debit Card,8,1448683.374,26575.144503,282067.281372549,14.941176470588236,18878.518832020996,1.9411764705882353,0.0
30,Urban,High,18018.96811,3141,26,4810.654883,Monthly,Credit Card,2,540036.2318,43861.44333,31640.449958333335,1.755952380952381,18018.968111864408,0.49404761904761907,675.7883400000001
46,Rural,High,4985.728555,719,48,2519.007865,Daily,Credit Card,4,336042.2893,13653.787674,49555.12018181818,9.93939393939394,4985.728554878049,0.36363636363636365,419.47231522000004
68,Urban,Low,17295.86413,2486,48,4428.264474,Daily,UPI,4,1371012.789,38917.643452000004,438533.845483871,25.35483870967742,17295.86413486005,11.387096774193548,259.15670272
45,Urban,Low,5003.96603,4778,29,2535.992492,Monthly,Credit Card,1,123776.4462,18048.266327,3444.0877314814816,0.6882716049382716,5003.966031390135,0.22530864197530864,606.00696212
61,Rural,Low,1698.438655,4206,44,3341.930414,Weekly,UPI,5,28879.32471,2166.4727102,10615.2416,6.25,1698.438656,15.25,71.75460916
35,Rural,Low,16409.02335,3327,35,1930.707436,Monthly,Wallet Balance,5,181560.6845,46714.229697,5831.778334494774,0.3554006968641115,16409.023352941178,0.010452961672473868,9.363212384
54,Urban,Middle,15433.44757,1445,20,4587.775334,Monthly,Debit Card,8,831655.5233,40270.506852000006,356982.3526086957,23.130434782608695,15433.44757518797,11.26086956521739,33.94653417
68,Urban,Middle,5900.395763,155,15,3234.710735,Weekly,Wallet Balance,5,376327.5381,24118.258157,23051.856739130435,3.906832298136646,5900.395763116057,0.18633540372670807,55.161164358
27,Rural,Low,1811.878313,3256,16,99.56164942,Monthly,Debit Card,9,141357.0714,7826.6764766999995,4708.138340909091,2.5984848484848486,1811.878311953353,0.553030303030303,162.72177023999998
64,Suburban,Middle,4136.713301,4808,17,78.20586758,Daily,Wallet Balance,2,379376.0242,14568.3377066,19268.375110526318,4.657894736842105,4136.713300564972,1.694736842105263,57.29155128
32,Urban,Low,15423.42085,3673,33,3380.887592,Daily,UPI,9,284780.737,31441.092872000005,11071.584261410788,0.7178423236514523,15423.420849710983,0.8796680497925311,160.329656862
57,Urban,Low,19295.30882,1881,20,571.3443113,Weekly,Debit Card,6,19194.45137,67436.401266,964.7654409999999,0.05,19295.30882,0.3375,424.75498880000004
45,Suburban,High,5187.451415,1526,11,3580.822063,Daily,Wallet Balance,7,451332.4495,8815.336469,16308.88784501845,3.143911439114391,5187.4514154929575,1.3136531365313653,807.44768796
44,Rural,Low,16366.99343,3396,30,1610.083899,Daily,Debit Card,4,796965.9435,75697.29776900001,75382.59475,4.605769230769231,16366.993432150313,1.0096153846153846,410.1566216
34,Rural,Low,4566.37382,4030,9,2694.59839,Weekly,UPI,7,315993.3729,18083.03187,38638.54770512821,8.461538461538462,4566.37381969697,1.4102564102564104,476.38870599999996
61,Suburban,Low,13595.21183,3448,40,871.9979377,Monthly,Credit Card,6,553470.8684,33914.793366,447509.0561666666,32.916666666666664,13595.211832911391,1.5833333333333333,662.03549566
26,Rural,Low,1681.433246,1817,3,1231.108992,Monthly,Wallet Balance,4,112576.1667,6332.2750659,3719.3541060070675,2.2120141342756185,1681.43324600639,0.05653710247349823,778.09237545
49,Rural,High,11710.05985,502,14,2184.588757,Weekly,Debit Card,4,980759.6912,27286.076108,87878.1969009009,7.504504504504505,11710.059851140457,2.5405405405405403,816.0441765600001
65,Urban,Low,5391.105925,1898,41,3327.387886,Weekly,Credit Card,10,508979.3876,4940.392897,18951.81082692308,3.5153846153846153,5391.105924507659,1.0384615384615385,80.19755136
22,Urban,High,18517.66052,456,40,778.6581832,Monthly,Credit Card,10,323767.6015,65824.42984099999,9975.642922580644,0.5387096774193548,18517.66051497006,0.15161290322580645,427.758759
59,Urban,Low,5802.120267,2454,27,1406.415679,Daily,Debit Card,1,181968.4002,12578.15704,4959.077150997151,0.8547008547008547,5802.120266666667,0.41595441595441596,71.46923224
49,Suburban,High,7974.82949,4787,6,1034.812009,Monthly,Credit Card,5,806557.1624,35634.936698,40403.090224489795,5.066326530612245,7974.829490433031,0.7959183673469388,112.16208037999999
35,Rural,Middle,16815.17543,1608,10,4313.371544,Daily,Debit Card,4,204478.3843,33680.651603,5835.855002941176,0.34705882352941175,16815.17543220339,0.08823529411764706,563.6042864
65,Rural,High,8771.108905,3529,28,3240.032467,Daily,Debit Card,4,461318.7597,35527.352755,24406.56390760869,2.782608695652174,8771.108904296874,0.5706521739130435,0.0
53,Urban,High,4775.860913,965,33,2342.478684,Weekly,UPI,5,301341.4486,16324.28613,20019.36218493151,4.191780821917808,4775.860913398693,1.0205479452054795,257.03848555
39,Urban,Low,10955.41097,256,29,4734.715271,Daily,Debit Card,9,871139.945,44983.566405,49205.445862857145,4.491428571428571,10955.410974554708,0.2742857142857143,913.32817808
25,Suburban,High,16801.424,1157,26,3679.131477,Weekly,Wallet Balance,8,305099.3543,29386.958613,14701.246000000001,0.875,16801.424000000003,0.915,0.0
47,Rural,High,8669.220464,951,24,4661.130568,Daily,UPI,7,146812.0401,21759.248401,7331.947095744681,0.8457446808510638,8669.220465408805,0.8404255319148937,331.24512906
67,Suburban,Low,2666.440899,1771,47,2987.964801,Monthly,UPI,3,112139.3481,10234.89304,9659.559481132075,3.6226415094339623,2666.4408984375,0.39622641509433965,269.19246468
30,Rural,Middle,7667.907393,4482,37,690.2845565,Daily,UPI,5,191380.3555,24749.217656,23844.040794520548,3.1095890410958904,7667.907392070484,2.26027397260274,261.2934489
52,Suburban,Middle,19089.95791,620,39,3377.135532,Monthly,UPI,7,1795362.497,44498.828198,65621.73033088235,3.4375,19089.957914438502,1.0919117647058822,454.58547123000005
35,Urban,Middle,1449.712191,4521,22,1007.455803,Weekly,Wallet Balance,2,18247.17842,3768.9981211000004,257.42552925233645,0.17757009345794392,1449.7121910526316,0.8130841121495327,576.3197269
18,Suburban,High,8174.818997,3208,28,1729.842958,Weekly,Wallet Balance,2,388845.1981,37182.98911,20349.146215053763,2.489247311827957,8174.818997840172,1.89247311827957,643.4471265000001
52,Suburban,Low,12964.09559,848,49,2548.089669,Daily,UPI,5,569074.4751,49883.9216,39910.89428571429,3.0785714285714287,12964.095591647332,0.6714285714285714,310.76892192
55,Urban,Middle,1579.569347,3642,10,786.8299103,Monthly,Credit Card,9,129040.0087,5225.1787971,6715.534347305389,4.251497005988024,1579.5693464788733,1.281437125748503,134.44746208
23,Rural,Middle,6905.601415,4389,3,103.9069142,Daily,Wallet Balance,10,466509.0182,27547.156127000002,31292.515503496506,4.531468531468532,6905.601415123457,1.3146853146853146,12.44812575
55,Rural,Middle,18812.1613,3113,35,1635.429699,Weekly,Wallet Balance,3,207554.7626,49870.669523,27173.121874999997,1.4444444444444444,18812.16129807692,1.2222222222222223,612.26194608
59,Urban,Middle,622.4074872,1783,30,4121.578845,Monthly,UPI,1,66625.62582,2823.108926,1776.7562569767442,2.854651162790698,622.4074871690428,0.747093023255814,0.0
38,Suburban,Low,15037.32017,781,9,76.89980604,Weekly,Wallet Balance,7,299643.8294,40870.543844,19742.87614285714,1.3129251700680271,15037.320170984456,1.6870748299319729,664.86104132
55,Suburban,Middle,16829.08557,3965,15,547.169666,Weekly,UPI,9,438883.5545,35986.948679,41656.15240594059,2.4752475247524752,16829.085572,0.5346534653465347,32.08715828
26,Suburban,High,5548.443901,288,29,4034.274284,Daily,Credit Card,6,14671.83993,6445.303145999999,213.40168849112425,0.038461538461538464,5548.443900769231,0.8609467455621301,85.422501051
61,Rural,High,4302.140247,1939,34,1529.258515,Daily,UPI,6,256444.7227,9173.202078,28697.80611764706,6.670588235294118,4302.14024691358,1.6941176470588235,0.0
23,Suburban,Low,18297.26966,2626,43,4691.067572,Daily,Credit Card,4,1577452.749,57763.789134,51352.33714754098,2.8065573770491805,18297.269661214952,0.01639344262295082,249.18246525
44,Rural,Middle,15282.39389,3411,16,1901.220715,Daily,Wallet Balance,8,927830.305,51726.595068,30927.420861016948,2.023728813559322,15282.393892797318,1.2372881355932204,30.88891067
45,Suburban,Middle,2276.480385,322,4,3983.519645,Weekly,Credit Card,2,142421.6721,9836.340085599999,4232.617721556886,1.8592814371257484,2276.4803848631236,0.11077844311377245,263.56866232
